Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0,Strain_Percentuale,DeltaR_Percentuale
149.51,49.8373,15.2759,0.182159433993434,-0.319011567590216,71.1961428571428,-31.9011567590216
149.52,49.8408,15.2752,0.182173730444452,-0.318956100526464,71.2011428571429,-31.8956100526464
149.53,49.8441,15.2752,0.182171271919968,-0.318965639080416,71.2058571428571,-31.8965639080416
149.54,49.8475,15.2748,0.182169951857964,-0.318970760637209,71.2107142857143,-31.8970760637209
149.55,49.851,15.2752,0.182162519254036,-0.31899959749022,71.2157142857143,-31.899959749022
149.56,49.8544,15.2769,0.182169501973329,-0.318972506092235,71.2205714285714,-31.8972506092235
149.57,49.8577,15.2772,0.182177725951499,-0.318940598785139,71.2252857142857,-31.8940598785139
149.58,49.861,15.2779,0.182202937527065,-0.318842782491119,71.23,-31.8842782491119
149.59,49.8643,15.2803,0.182211565972054,-0.318809305470291,71.2347142857143,-31.8809305470291
149.6,49.8675,15.2802,0.182232400196418,-0.318728471434829,71.2392857142857,-31.8728471434829
149.61,49.8707,15.2782,0.182234061988294,-0.318722023871995,71.2438571428571,-31.8722023871995
149.62,49.874,15.2753,0.182244171798538,-0.318682798866151,71.2485714285714,-31.8682798866151
149.63,49.8773,15.276,0.182256695800415,-0.318634206821108,71.2532857142857,-31.8634206821108
149.64,49.8805,15.2808,0.182252471990468,-0.318650594866946,71.2578571428571,-31.8650594866946
149.65,49.8838,15.2839,0.182243387420494,-0.318685842176775,71.2625714285714,-31.8685842176775
149.66,49.8871,15.2833,0.182242708298165,-0.318688477104646,71.2672857142857,-31.8688477104646
149.67,49.8904,15.2812,0.182216734905043,-0.318789250759031,71.272,-31.8789250759031
149.68,49.8938,15.2803,0.18220976194422,-0.318816304826838,71.2768571428571,-31.8816304826838
149.69,49.8972,15.282,0.182191826234338,-0.318885892397298,71.2817142857143,-31.8885892397298
149.7,49.9008,15.2831,0.182178617201881,-0.318937140914407,71.2868571428571,-31.8937140914407
149.71,49.9042,15.2826,0.182189310598729,-0.318895652603512,71.2917142857143,-31.8895652603512
149.72,49.9076,15.2825,0.182184482826069,-0.318914383450198,71.2965714285714,-31.8914383450198
149.73,49.9109,15.2825,0.182202400242572,-0.318844867067185,71.3012857142857,-31.8844867067185
149.74,49.9143,15.2816,0.182218160750511,-0.318783718677581,71.3061428571428,-31.8783718677581
149.75,49.9175,15.2813,0.182224464174788,-0.318759262231747,71.3107142857143,-31.8759262231747
149.76,49.9208,15.2832,0.182238118910031,-0.318706283459952,71.3154285714286,-31.8706283459952
149.77,49.924,15.2841,0.182244731260553,-0.31868062820727,71.32,-31.868062820727
149.78,49.9273,15.2829,0.182211675012592,-0.318808882409244,71.3247142857143,-31.8808882409244
149.79,49.9305,15.2807,0.182211909585607,-0.318807972300815,71.3292857142857,-31.8807972300815
149.8,49.9338,15.2819,0.182173620979449,-0.318956525227684,71.334,-31.8956525227684
149.81,49.937,15.2842,0.182198778535101,-0.318858918688453,71.3385714285714,-31.8858918688453
149.82,49.9403,15.2851,0.1821400070573,-0.319086939272403,71.3432857142857,-31.9086939272403
149.83,49.9437,15.2826,0.182119115413227,-0.319167992978924,71.3481428571429,-31.9167992978924
