Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0,Strain_Percentuale,DeltaR_Percentuale
1.74,0.2904,0.8855,0.0944223627332094,0.00305078094495291,0.5808,0.305078094495291
1.75,0.2922,0.892,0.0944197338855019,0.00302231713031087,0.5844,0.302231713031087
1.76,0.294,0.8998,0.0944170547148124,0.00299330847561892,0.588,0.299330847561892
1.77,0.2957,0.904,0.094414325221141,0.00296375498266229,0.5914,0.296375498266229
1.78,0.2975,0.9067,0.0944115454044876,0.00293365665326051,0.595,0.293365665326051
1.79,0.2993,0.9111,0.0944087152648522,0.00290301348926564,0.5986,0.290301348926564
1.8,0.3009,0.9192,0.0944058348022348,0.00287182549256355,0.6018,0.287182549256355
1.81,0.3025,0.9259,0.0944029040166354,0.00284009266507424,0.605,0.284009266507424
1.82,0.304,0.9296,0.094399922908054,0.00280781500875057,0.608,0.280781500875057
1.83,0.3056,0.9309,0.0943968914764906,0.00277499252557904,0.6112,0.277499252557904
1.84,0.3072,0.9338,0.0943938097219453,0.00274162521757982,0.6144,0.274162521757982
1.85,0.3088,0.9372,0.094390677644418,0.00270771308680672,0.6176,0.270771308680672
1.86,0.3105,0.94,0.0943874952439086,0.00267325613534688,0.621,0.267325613534688
1.87,0.3123,0.9454,0.0943842625204174,0.00263825436532126,0.6246,0.263825436532126
1.88,0.3139,0.9529,0.0943809794739441,0.00260270777888352,0.6278,0.260270777888352
1.89,0.3156,0.9601,0.0943776461044888,0.00256661637822175,0.6312,0.256661637822175
1.9,0.3173,0.9643,0.0943742624120515,0.00252998016555739,0.6346,0.252998016555739
1.91,0.3191,0.9656,0.0943708283966323,0.00249279914314536,0.6382,0.249279914314536
1.92,0.3206,0.9689,0.094367344058231,0.0024550733132733,0.6412,0.24550733132733
1.93,0.3223,0.9761,0.0943638093968478,0.00241680267826406,0.6446,0.241680267826406
1.94,0.3238,0.9823,0.0943602244124826,0.00237798724047227,0.6476,0.237798724047227
1.95,0.3252,0.9843,0.0943565891051354,0.00233862700228744,0.6504,0.233862700228744
1.96,0.3269,0.9852,0.0943529034748062,0.0022987219661315,0.6538,0.22987219661315
1.97,0.3284,0.9902,0.094349167521495,0.00225827213446081,0.6568,0.225827213446081
1.98,0.3301,0.9986,0.0943453812452019,0.00221727750976489,0.6602,0.221727750976489
1.99,0.3317,1.0045,0.0943415446459267,0.00217573809456647,0.6634,0.217573809456647
2,0.3334,1.0047,0.0943376577236696,0.00213365389142254,0.6668,0.213365389142254
2.01,0.335,1.0055,0.0943337204784305,0.00209102490292247,0.67,0.209102490292248
2.02,0.3367,1.0094,0.0943297329102094,0.00204785113169058,0.6734,0.204785113169058
